Original_Date,Year,Month,Day,Site,Species,Count,Date
12/25/15,2015,December,25,Embu,Tringa flavipes,45,2015-12-25
12/25/15,2015,December,25,Embu,Tringa solitaria,2,2015-12-25
12/25/15,2015,December,25,Embu,Tyrannus savana,2,2015-12-25
12/25/15,2015,December,25,Embu,Vanellus chilensis,160,2015-12-25
1/24/16,2016,January,24,Embu,Agelasticus cyanopus,20,2016-01-24
1/24/16,2016,January,24,Embu,Amazonetta brasiliensis,35,2016-01-24
1/24/16,2016,January,24,Embu,Anas bahamensis,40,2016-01-24
1/24/16,2016,January,24,Embu,Ardea alba,4,2016-01-24
1/24/16,2016,January,24,Embu,Ardea cocoi,1,2016-01-24
1/24/16,2016,January,24,Embu,Coragyps atratus,35,2016-01-24
1/24/16,2016,January,24,Embu,Egretta thula,25,2016-01-24
1/24/16,2016,January,24,Embu,Forpus xanthopterygius,6,2016-01-24
1/24/16,2016,January,24,Embu,Gallinula galeata,42,2016-01-24
1/24/16,2016,January,24,Embu,Himantopus mexicanus melanurus,85,2016-01-24
1/24/16,2016,January,24,Embu,Jacana jacana,12,2016-01-24
1/24/16,2016,January,24,Embu,Nannopterum brasilianum,1,2016-01-24
1/24/16,2016,January,24,Embu,Tapera naevia,1,2016-01-24
1/24/16,2016,January,24,Embu,Tringa flavipes,120,2016-01-24
1/24/16,2016,January,24,Embu,Tringa solitaria,1,2016-01-24
1/24/16,2016,January,24,Embu,Tyrannus savana,6,2016-01-24
1/24/16,2016,January,24,Embu,Vanellus chilensis,110,2016-01-24
1/30/16,2016,January,30,PET,Amazonetta brasiliensis,10,2016-01-30
1/30/16,2016,January,30,PET,Anhinga anhinga,1,2016-01-30
1/30/16,2016,January,30,PET,Aramus guarauna,2,2016-01-30
1/30/16,2016,January,30,PET,Ardea alba,1,2016-01-30
1/30/16,2016,January,30,PET,Butorides striata,5,2016-01-30
1/30/16,2016,January,30,PET,Chloroceryle amazona,1,2016-01-30
1/30/16,2016,January,30,PET,Chloroceryle americana,1,2016-01-30
1/30/16,2016,January,30,PET,Dendrocygna viduata,21,2016-01-30
1/30/16,2016,January,30,PET,Egretta thula,1,2016-01-30
1/30/16,2016,January,30,PET,Gallinula galeata,24,2016-01-30
1/30/16,2016,January,30,PET,Himantopus mexicanus melanurus,2,2016-01-30
1/30/16,2016,January,30,PET,Jacana jacana,5,2016-01-30
1/30/16,2016,January,30,PET,Mesembrinibis cayennensis,2,2016-01-30
1/30/16,2016,January,30,PET,Nannopterum brasilianum,3,2016-01-30
1/30/16,2016,January,30,PET,Pardirallus nigricans,1,2016-01-30
1/30/16,2016,January,30,PET,Podilymbus podiceps,1,2016-01-30
1/30/16,2016,January,30,PET,Syrigma sibilatrix,5,2016-01-30
1/30/16,2016,January,30,PET,Vanellus chilensis,41,2016-01-30
2/28/16,2016,February,28,Embu,Anas bahamensis,4,2016-02-28
2/28/16,2016,February,28,Embu,Ardea alba,1,2016-02-28
2/28/16,2016,February,28,Embu,Coragyps atratus,40,2016-02-28
2/28/16,2016,February,28,Embu,Egretta thula,1,2016-02-28
2/28/16,2016,February,28,Embu,Gallinula galeata,35,2016-02-28
2/28/16,2016,February,28,Embu,Himantopus mexicanus melanurus,250,2016-02-28
2/28/16,2016,February,28,Embu,Thamnophilus ruficapillus,1,2016-02-28
2/28/16,2016,February,28,Embu,Tringa flavipes,130,2016-02-28
2/28/16,2016,February,28,Embu,Tringa solitaria,1,2016-02-28
2/28/16,2016,February,28,Embu,Vanellus chilensis,85,2016-02-28
4/16/16,2016,April,16,Embu,Amazonetta brasiliensis,6,2016-04-16
4/16/16,2016,April,16,Embu,Spatula versicolor,8,2016-04-16
4/16/16,2016,April,16,Embu,Ardea alba,1,2016-04-16
4/16/16,2016,April,16,Embu,Coragyps atratus,300,2016-04-16
4/16/16,2016,April,16,Embu,Egretta thula,12,2016-04-16
4/16/16,2016,April,16,Embu,Gallinago paraguaiae,5,2016-04-16
4/16/16,2016,April,16,Embu,Himantopus mexicanus melanurus,200,2016-04-16
4/16/16,2016,April,16,Embu,Vanellus chilensis,80,2016-04-16
5/25/16,2016,May,25,Embu,Spatula versicolor,2,2016-05-25
5/25/16,2016,May,25,Embu,Ardea alba,4,2016-05-25
5/25/16,2016,May,25,Embu,Ardea ibis,18,2016-05-25
5/25/16,2016,May,25,Embu,Coragyps atratus,60,2016-05-25
5/25/16,2016,May,25,Embu,Dryocopus lineatus,1,2016-05-25
5/25/16,2016,May,25,Embu,Egretta thula,12,2016-05-25
5/25/16,2016,May,25,Embu,Gallinula galeata,18,2016-05-25
5/25/16,2016,May,25,Embu,Himantopus mexicanus melanurus,165,2016-05-25
5/25/16,2016,May,25,Embu,Pardirallus nigricans,2,2016-05-25
5/25/16,2016,May,25,Embu,Vanellus chilensis,35,2016-05-25
6/26/16,2016,June,26,Embu,Anas bahamensis,2,2016-06-26
6/26/16,2016,June,26,Embu,Spatula versicolor,2,2016-06-26
6/26/16,2016,June,26,Embu,Ardea alba,2,2016-06-26
6/26/16,2016,June,26,Embu,Coragyps atratus,80,2016-06-26
6/26/16,2016,June,26,Embu,Egretta thula,12,2016-06-26
6/26/16,2016,June,26,Embu,Elaenia mesoleuca,1,2016-06-26
6/26/16,2016,June,26,Embu,Gallinula galeata,18,2016-06-26
6/26/16,2016,June,26,Embu,Himantopus mexicanus melanurus,105,2016-06-26
6/26/16,2016,June,26,Embu,Pardirallus nigricans,2,2016-06-26
6/26/16,2016,June,26,Embu,Psittacara leucophthalmus,1,2016-06-26
6/26/16,2016,June,26,Embu,Vanellus chilensis,200,2016-06-26
7/24/16,2016,July,24,Embu,Ardea alba,1,2016-07-24
7/24/16,2016,July,24,Embu,Coragyps atratus,200,2016-07-24
7/24/16,2016,July,24,Embu,Egretta thula,2,2016-07-24
7/24/16,2016,July,24,Embu,Gallinula galeata,30,2016-07-24
7/24/16,2016,July,24,Embu,Himantopus mexicanus melanurus,180,2016-07-24
7/24/16,2016,July,24,Embu,Jacana jacana,2,2016-07-24
7/24/16,2016,July,24,Embu,Psittacara leucophthalmus,18,2016-07-24
7/24/16,2016,July,24,Embu,Pyrocephalus rubinus,1,2016-07-24
7/24/16,2016,July,24,Embu,Sicalis flaveola,10,2016-07-24
8/14/16,2016,August,14,Embu,Coragyps atratus,25,2016-08-14
8/14/16,2016,August,14,Embu,Himantopus mexicanus melanurus,80,2016-08-14
8/14/16,2016,August,14,Embu,Pyrocephalus rubinus,1,2016-08-14
8/14/16,2016,August,14,Embu,Spinus magellanicus,1,2016-08-14
8/14/16,2016,August,14,Embu,Tachycineta leucorrhoa,8,2016-08-14
8/25/16,2016,August,25,Embu,Coragyps atratus,40,2016-08-25
8/25/16,2016,August,25,Embu,Himantopus mexicanus melanurus,70,2016-08-25
8/25/16,2016,August,25,Embu,Myiarchus swainsoni,1,2016-08-25
8/25/16,2016,August,25,Embu,Tringa flavipes,60,2016-08-25
8/25/16,2016,August,25,Embu,Tringa solitaria,2,2016-08-25
10/30/16,2016,October,30,Embu,Amazonetta brasiliensis,2,2016-10-30
10/30/16,2016,October,30,Embu,Anas bahamensis,6,2016-10-30
10/30/16,2016,October,30,Embu,Spatula versicolor,2,2016-10-30
10/30/16,2016,October,30,Embu,Ardea ibis,30,2016-10-30
10/30/16,2016,October,30,Embu,Coragyps atratus,200,2016-10-30
10/30/16,2016,October,30,Embu,Egretta thula,20,2016-10-30
10/30/16,2016,October,30,Embu,Gallinula galeata,12,2016-10-30
10/30/16,2016,October,30,Embu,Himantopus mexicanus melanurus,40,2016-10-30
10/30/16,2016,October,30,Embu,Phacellodomus ferrugineigula,1,2016-10-30
10/30/16,2016,October,30,Embu,Tringa flavipes,30,2016-10-30
10/30/16,2016,October,30,Embu,Tringa solitaria,2,2016-10-30
10/30/16,2016,October,30,Embu,Turdus amaurochalinus,2,2016-10-30
10/30/16,2016,October,30,Embu,Tyrannus savana,2,2016-10-30
11/27/16,2016,November,27,Embu,Amazonetta brasiliensis,2,2016-11-27
11/27/16,2016,November,27,Embu,Anas bahamensis,4,2016-11-27
11/27/16,2016,November,27,Embu,Ardea alba,2,2016-11-27
11/27/16,2016,November,27,Embu,Ardea ibis,30,2016-11-27
11/27/16,2016,November,27,Embu,Coragyps atratus,20,2016-11-27
11/27/16,2016,November,27,Embu,Gallinula galeata,35,2016-11-27
11/27/16,2016,November,27,Embu,Himantopus mexicanus melanurus,215,2016-11-27
11/27/16,2016,November,27,Embu,Jacana jacana,2,2016-11-27
11/27/16,2016,November,27,Embu,Molothrus bonariensis,4,2016-11-27
11/27/16,2016,November,27,Embu,Ramphastos dicolorus,1,2016-11-27
11/27/16,2016,November,27,Embu,Tringa flavipes,25,2016-11-27
11/27/16,2016,November,27,Embu,Tyrannus savana,2,2016-11-27
11/27/16,2016,November,27,Embu,Vanellus chilensis,50,2016-11-27
1/2/17,2017,January,2,Embu,Amazonetta brasiliensis,2,2017-01-02
1/2/17,2017,January,2,Embu,Anas bahamensis,2,2017-01-02
1/2/17,2017,January,2,Embu,Coragyps atratus,25,2017-01-02
1/2/17,2017,January,2,Embu,Egretta thula,6,2017-01-02
1/2/17,2017,January,2,Embu,Gallinula galeata,30,2017-01-02
1/2/17,2017,January,2,Embu,Gallinago paraguaiae,5,2017-01-02
1/2/17,2017,January,2,Embu,Himantopus mexicanus melanurus,50,2017-01-02
1/2/17,2017,January,2,Embu,Jacana jacana,2,2017-01-02
1/2/17,2017,January,2,Embu,Tringa flavipes,35,2017-01-02
1/2/17,2017,January,2,Embu,Tringa solitaria,1,2017-01-02
1/2/17,2017,January,2,Embu,Tyrannus savana,1,2017-01-02
1/21/17,2017,January,21,Embu,Amazonetta brasiliensis,6,2017-01-21
1/21/17,2017,January,21,Embu,Anas bahamensis,12,2017-01-21
1/21/17,2017,January,21,Embu,Spatula versicolor,2,2017-01-21
1/21/17,2017,January,21,Embu,Ardea alba,2,2017-01-21
1/21/17,2017,January,21,Embu,Calidris melanotos,2,2017-01-21
1/21/17,2017,January,21,Embu,Coragyps atratus,80,2017-01-21
1/21/17,2017,January,21,Embu,Forpus xanthopterygius,2,2017-01-21
1/21/17,2017,January,21,Embu,Gallinula galeata,25,2017-01-21
1/21/17,2017,January,21,Embu,Himantopus mexicanus melanurus,90,2017-01-21
1/21/17,2017,January,21,Embu,Jacana jacana,2,2017-01-21
1/21/17,2017,January,21,Embu,Melanerpes candidus,1,2017-01-21
1/21/17,2017,January,21,Embu,Myiophobus fasciatus,2,2017-01-21
1/21/17,2017,January,21,Embu,Pardirallus nigricans,2,2017-01-21
1/21/17,2017,January,21,Embu,Tringa flavipes,70,2017-01-21
1/21/17,2017,January,21,Embu,Tringa solitaria,1,2017-01-21
2/4/17,2017,February,4,PET,Amazonetta brasiliensis,12,2017-02-04
2/4/17,2017,February,4,PET,Anhinga anhinga,1,2017-02-04
2/4/17,2017,February,4,PET,Ardea alba,3,2017-02-04
2/4/17,2017,February,4,PET,Butorides striata,7,2017-02-04
2/4/17,2017,February,4,PET,Egretta thula,1,2017-02-04
2/4/17,2017,February,4,PET,Gallinula galeata,15,2017-02-04
2/4/17,2017,February,4,PET,Jacana jacana,13,2017-02-04
2/4/17,2017,February,4,PET,Nannopterum brasilianum,3,2017-02-04
2/4/17,2017,February,4,PET,Nycticorax nycticorax,1,2017-02-04
2/4/17,2017,February,4,PET,Podilymbus podiceps,1,2017-02-04
2/27/17,2017,February,27,Embu,Amazonetta brasiliensis,2,2017-02-27
2/27/17,2017,February,27,Embu,Anas bahamensis,40,2017-02-27
2/27/17,2017,February,27,Embu,Spatula versicolor,4,2017-02-27
2/27/17,2017,February,27,Embu,Ardea alba,2,2017-02-27
2/27/17,2017,February,27,Embu,Ardea ibis,12,2017-02-27
2/27/17,2017,February,27,Embu,Coragyps atratus,120,2017-02-27
2/27/17,2017,February,27,Embu,Dendrocygna bicolor,2,2017-02-27
2/27/17,2017,February,27,Embu,Egretta thula,4,2017-02-27
2/27/17,2017,February,27,Embu,Furnarius figulus,5,2017-02-27
2/27/17,2017,February,27,Embu,Gallinula galeata,35,2017-02-27
2/27/17,2017,February,27,Embu,Gallinago paraguaiae,4,2017-02-27
2/27/17,2017,February,27,Embu,Himantopus mexicanus melanurus,400,2017-02-27
2/27/17,2017,February,27,Embu,Jacana jacana,4,2017-02-27
2/27/17,2017,February,27,Embu,Mesembrinibis cayennensis,1,2017-02-27
2/27/17,2017,February,27,Embu,Pardirallus nigricans,2,2017-02-27
2/27/17,2017,February,27,Embu,Tringa flavipes,120,2017-02-27
2/27/17,2017,February,27,Embu,Tringa solitaria,5,2017-02-27
3/29/17,2017,March,29,Embu,Anas bahamensis,50,2017-03-29
3/29/17,2017,March,29,Embu,Ardea ibis,40,2017-03-29
3/29/17,2017,March,29,Embu,Furnarius figulus,1,2017-03-29
3/29/17,2017,March,29,Embu,Gallinula galeata,25,2017-03-29
3/29/17,2017,March,29,Embu,Himantopus mexicanus melanurus,400,2017-03-29
3/29/17,2017,March,29,Embu,Jacana jacana,2,2017-03-29
3/29/17,2017,March,29,Embu,Pardirallus nigricans,2,2017-03-29
3/29/17,2017,March,29,Embu,Phimosus infuscatus,5,2017-03-29
3/29/17,2017,March,29,Embu,Satrapa icterophrys,1,2017-03-29
3/29/17,2017,March,29,Embu,Tringa flavipes,70,2017-03-29
3/29/17,2017,March,29,Embu,Tringa solitaria,2,2017-03-29
4/21/17,2017,April,21,Embu,Anas bahamensis,100,2017-04-21
4/21/17,2017,April,21,Embu,Spatula versicolor,12,2017-04-21
4/21/17,2017,April,21,Embu,Gallinula galeata,15,2017-04-21
4/21/17,2017,April,21,Embu,Himantopus mexicanus melanurus,450,2017-04-21
4/21/17,2017,April,21,Embu,Jacana jacana,2,2017-04-21
4/21/17,2017,April,21,Embu,Tringa flavipes,20,2017-04-21
5/27/17,2017,May,27,Embu,Amazonetta brasiliensis,15,2017-05-27
5/27/17,2017,May,27,Embu,Anas bahamensis,50,2017-05-27
5/27/17,2017,May,27,Embu,Spatula versicolor,8,2017-05-27
5/27/17,2017,May,27,Embu,Ardea alba,2,2017-05-27
5/27/17,2017,May,27,Embu,Coragyps atratus,60,2017-05-27
5/27/17,2017,May,27,Embu,Egretta thula,12,2017-05-27
5/27/17,2017,May,27,Embu,Gallinula galeata,25,2017-05-27
5/27/17,2017,May,27,Embu,Gallinago paraguaiae,2,2017-05-27
5/27/17,2017,May,27,Embu,Himantopus mexicanus melanurus,503,2017-05-27
5/27/17,2017,May,27,Embu,Jacana jacana,6,2017-05-27
5/27/17,2017,May,27,Embu,Phimosus infuscatus,2,2017-05-27
5/27/17,2017,May,27,Embu,Pyrocephalus rubinus,1,2017-05-27
6/24/17,2017,June,24,Embu,Amazonetta brasiliensis,4,2017-06-24
6/24/17,2017,June,24,Embu,Anas bahamensis,35,2017-06-24
6/24/17,2017,June,24,Embu,Ardea ibis,25,2017-06-24
6/24/17,2017,June,24,Embu,Coragyps atratus,200,2017-06-24
6/24/17,2017,June,24,Embu,Egretta thula,50,2017-06-24
6/24/17,2017,June,24,Embu,Gallinula galeata,40,2017-06-24
6/24/17,2017,June,24,Embu,Gallinago paraguaiae,1,2017-06-24
6/24/17,2017,June,24,Embu,Himantopus mexicanus melanurus,350,2017-06-24
6/24/17,2017,June,24,Embu,Jacana jacana,2,2017-06-24
6/24/17,2017,June,24,Embu,Pardirallus nigricans,1,2017-06-24
6/24/17,2017,June,24,Embu,Vanellus chilensis,200,2017-06-24
7/2/17,2017,July,2,PET,Amazonetta brasiliensis,13,2017-07-02
7/2/17,2017,July,2,PET,Anhinga anhinga,5,2017-07-02
7/2/17,2017,July,2,PET,Ardea alba,3,2017-07-02
7/2/17,2017,July,2,PET,Butorides striata,1,2017-07-02
7/2/17,2017,July,2,PET,Cairina moschata,2,2017-07-02
7/2/17,2017,July,2,PET,Dendrocygna viduata,6,2017-07-02
7/2/17,2017,July,2,PET,Egretta thula,8,2017-07-02
7/2/17,2017,July,2,PET,Gallinula galeata,25,2017-07-02
7/2/17,2017,July,2,PET,Jacana jacana,1,2017-07-02
7/2/17,2017,July,2,PET,Nannopterum brasilianum,24,2017-07-02
7/2/17,2017,July,2,PET,Nycticorax nycticorax,2,2017-07-02
7/2/17,2017,July,2,PET,Podilymbus podiceps,4,2017-07-02
7/2/17,2017,July,2,PET,Tigrisoma lineatum,1,2017-07-02
7/2/17,2017,July,2,PET,Vanellus chilensis,14,2017-07-02
7/28/17,2017,July,28,Embu,Anas bahamensis,40,2017-07-28
7/28/17,2017,July,28,Embu,Coragyps atratus,30,2017-07-28
7/28/17,2017,July,28,Embu,Egretta thula,35,2017-07-28
7/28/17,2017,July,28,Embu,Gallinula galeata,25,2017-07-28
7/28/17,2017,July,28,Embu,Himantopus mexicanus melanurus,150,2017-07-28
7/28/17,2017,July,28,Embu,Jacana jacana,2,2017-07-28
7/28/17,2017,July,28,Embu,Vanellus chilensis,40,2017-07-28
8/13/17,2017,August,13,Embu,Amazonetta brasiliensis,4,2017-08-13
8/13/17,2017,August,13,Embu,Anas bahamensis,60,2017-08-13
8/13/17,2017,August,13,Embu,Ardea alba,1,2017-08-13
8/13/17,2017,August,13,Embu,Chrysomus ruficapillus,20,2017-08-13
8/13/17,2017,August,13,Embu,Dryocopus lineatus,1,2017-08-13
8/13/17,2017,August,13,Embu,Egretta thula,12,2017-08-13
8/13/17,2017,August,13,Embu,Gallinula galeata,50,2017-08-13
8/13/17,2017,August,13,Embu,Himantopus mexicanus melanurus,80,2017-08-13
8/13/17,2017,August,13,Embu,Jacana jacana,4,2017-08-13
8/13/17,2017,August,13,Embu,Pardirallus nigricans,2,2017-08-13
8/13/17,2017,August,13,Embu,Phacellodomus ferrugineigula,1,2017-08-13
8/13/17,2017,August,13,Embu,Tringa flavipes,5,2017-08-13
8/13/17,2017,August,13,Embu,Vanellus chilensis,110,2017-08-13
8/13/17,2017,August,13,Embu,Veniliornis spilogaster,1,2017-08-13
9/24/17,2017,September,24,Embu,Amazonetta brasiliensis,12,2017-09-24
9/24/17,2017,September,24,Embu,Anas bahamensis,45,2017-09-24
9/24/17,2017,September,24,Embu,Spatula versicolor,4,2017-09-24
9/24/17,2017,September,24,Embu,Ardea ibis,25,2017-09-24
9/24/17,2017,September,24,Embu,Coragyps atratus,100,2017-09-24
9/24/17,2017,September,24,Embu,Furnarius figulus,1,2017-09-24
9/24/17,2017,September,24,Embu,Gallinula galeata,35,2017-09-24
9/24/17,2017,September,24,Embu,Gallinago paraguaiae,3,2017-09-24
9/24/17,2017,September,24,Embu,Himantopus mexicanus melanurus,45,2017-09-24
9/24/17,2017,September,24,Embu,Myiodynastes maculatus,1,2017-09-24
9/24/17,2017,September,24,Embu,Satrapa icterophrys,1,2017-09-24
9/24/17,2017,September,24,Embu,Tachycineta leucorrhoa,6,2017-09-24
9/24/17,2017,September,24,Embu,Tringa flavipes,120,2017-09-24
9/24/17,2017,September,24,Embu,Tringa solitaria,2,2017-09-24
9/24/17,2017,September,24,Embu,Vanellus chilensis,100,2017-09-24
10/12/17,2017,October,12,Embu,Amazonetta brasiliensis,20,2017-10-12
10/12/17,2017,October,12,Embu,Anas bahamensis,60,2017-10-12
10/12/17,2017,October,12,Embu,Spatula versicolor,12,2017-10-12
10/12/17,2017,October,12,Embu,Chrysomus ruficapillus,70,2017-10-12
10/12/17,2017,October,12,Embu,Coragyps atratus,120,2017-10-12
10/12/17,2017,October,12,Embu,Donacobius atricapilla,1,2017-10-12
10/12/17,2017,October,12,Embu,Furnarius figulus,4,2017-10-12
10/12/17,2017,October,12,Embu,Gallinula galeata,40,2017-10-12
10/12/17,2017,October,12,Embu,Gallinago paraguaiae,2,2017-10-12
10/12/17,2017,October,12,Embu,Himantopus mexicanus melanurus,35,2017-10-12
10/12/17,2017,October,12,Embu,Jacana jacana,4,2017-10-12
10/12/17,2017,October,12,Embu,Myiarchus swainsoni,1,2017-10-12
10/12/17,2017,October,12,Embu,Tachycineta leucorrhoa,2,2017-10-12
10/12/17,2017,October,12,Embu,Thamnophilus ruficapillus,1,2017-10-12
10/12/17,2017,October,12,Embu,Tringa flavipes,120,2017-10-12
10/12/17,2017,October,12,Embu,Tringa solitaria,1,2017-10-12
10/12/17,2017,October,12,Embu,Vanellus chilensis,100,2017-10-12
11/11/17,2017,November,11,Embu,Amazonetta brasiliensis,35,2017-11-11
11/11/17,2017,November,11,Embu,Anas bahamensis,50,2017-11-11
11/11/17,2017,November,11,Embu,Spatula versicolor,12,2017-11-11
11/11/17,2017,November,11,Embu,Ardea alba,1,2017-11-11
11/11/17,2017,November,11,Embu,Calidris melanotos,1,2017-11-11
11/11/17,2017,November,11,Embu,Coragyps atratus,50,2017-11-11
11/11/17,2017,November,11,Embu,Dendrocygna bicolor,6,2017-11-11
11/11/17,2017,November,11,Embu,Dendrocygna viduata,8,2017-11-11
11/11/17,2017,November,11,Embu,Gallinula galeata,30,2017-11-11
11/11/17,2017,November,11,Embu,Gallinago paraguaiae,1,2017-11-11
11/11/17,2017,November,11,Embu,Himantopus mexicanus melanurus,70,2017-11-11
11/11/17,2017,November,11,Embu,Icterus jamacaii,1,2017-11-11
11/11/17,2017,November,11,Embu,Jacana jacana,6,2017-11-11
11/11/17,2017,November,11,Embu,Molothrus bonariensis,2,2017-11-11
11/11/17,2017,November,11,Embu,Nycticorax nycticorax,2,2017-11-11
11/11/17,2017,November,11,Embu,Pardirallus nigricans,2,2017-11-11
11/11/17,2017,November,11,Embu,Phimosus infuscatus,5,2017-11-11
11/11/17,2017,November,11,Embu,Ramphastos dicolorus,1,2017-11-11
11/11/17,2017,November,11,Embu,Tachycineta leucorrhoa,6,2017-11-11
11/11/17,2017,November,11,Embu,Tigrisoma lineatum,1,2017-11-11
11/11/17,2017,November,11,Embu,Tringa flavipes,150,2017-11-11
11/11/17,2017,November,11,Embu,Tringa solitaria,4,2017-11-11
11/11/17,2017,November,11,Embu,Tyrannus melancholicus,2,2017-11-11
11/11/17,2017,November,11,Embu,Tyrannus savana,2,2017-11-11
12/9/17,2017,December,9,Embu,Amazonetta brasiliensis,30,2017-12-09
12/9/17,2017,December,9,Embu,Anas bahamensis,60,2017-12-09
12/9/17,2017,December,9,Embu,Spatula versicolor,12,2017-12-09
12/9/17,2017,December,9,Embu,Coragyps atratus,50,2017-12-09
12/9/17,2017,December,9,Embu,Dendrocygna viduata,2,2017-12-09
12/9/17,2017,December,9,Embu,Gallinula galeata,30,2017-12-09
12/9/17,2017,December,9,Embu,Himantopus mexicanus melanurus,350,2017-12-09
12/9/17,2017,December,9,Embu,Jacana jacana,4,2017-12-09
12/9/17,2017,December,9,Embu,Mesembrinibis cayennensis,1,2017-12-09
12/9/17,2017,December,9,Embu,Pardirallus nigricans,2,2017-12-09
12/9/17,2017,December,9,Embu,Phimosus infuscatus,1,2017-12-09
12/9/17,2017,December,9,Embu,Satrapa icterophrys,1,2017-12-09
12/9/17,2017,December,9,Embu,Tringa flavipes,150,2017-12-09
12/9/17,2017,December,9,Embu,Tringa solitaria,12,2017-12-09
12/9/17,2017,December,9,Embu,Vanellus chilensis,60,2017-12-09
1/14/18,2018,January,14,Embu,Amazonetta brasiliensis,12,2018-01-14
1/14/18,2018,January,14,Embu,Anas bahamensis,6,2018-01-14
1/14/18,2018,January,14,Embu,Spatula versicolor,6,2018-01-14
1/14/18,2018,January,14,Embu,Ardea alba,1,2018-01-14
1/14/18,2018,January,14,Embu,Ardea cocoi,1,2018-01-14
1/14/18,2018,January,14,Embu,Ardea ibis,8,2018-01-14
1/14/18,2018,January,14,Embu,Coragyps atratus,40,2018-01-14
1/14/18,2018,January,14,Embu,Dendrocygna viduata,4,2018-01-14
1/14/18,2018,January,14,Embu,Egretta thula,1,2018-01-14
1/14/18,2018,January,14,Embu,Elaenia mesoleuca,1,2018-01-14
1/14/18,2018,January,14,Embu,Elaenia spectabilis,1,2018-01-14
1/14/18,2018,January,14,Embu,Furnarius figulus,4,2018-01-14
1/14/18,2018,January,14,Embu,Gallinula galeata,15,2018-01-14
1/14/18,2018,January,14,Embu,Gallinago paraguaiae,1,2018-01-14
1/14/18,2018,January,14,Embu,Himantopus mexicanus melanurus,630,2018-01-14
1/14/18,2018,January,14,Embu,Nannopterum brasilianum,1,2018-01-14
1/14/18,2018,January,14,Embu,Pardirallus nigricans,2,2018-01-14
1/14/18,2018,January,14,Embu,Tringa flavipes,100,2018-01-14
1/14/18,2018,January,14,Embu,Tringa solitaria,8,2018-01-14
1/14/18,2018,January,14,Embu,Tyrannus savana,6,2018-01-14
1/14/18,2018,January,14,Embu,Vanellus chilensis,30,2018-01-14
2/3/18,2018,February,3,PET,Amazonetta brasiliensis,2,2018-02-03
2/3/18,2018,February,3,PET,Ardea alba,3,2018-02-03
2/3/18,2018,February,3,PET,Butorides striata,1,2018-02-03
2/3/18,2018,February,3,PET,Gallinula galeata,9,2018-02-03
2/3/18,2018,February,3,PET,Jacana jacana,3,2018-02-03
2/3/18,2018,February,3,PET,Nannopterum brasilianum,2,2018-02-03
2/3/18,2018,February,3,PET,Pardirallus nigricans,1,2018-02-03
2/3/18,2018,February,3,PET,Vanellus chilensis,8,2018-02-03
2/4/18,2018,February,4,Embu,Amazonetta brasiliensis,4,2018-02-04
2/4/18,2018,February,4,Embu,Anas bahamensis,40,2018-02-04
2/4/18,2018,February,4,Embu,Spatula versicolor,2,2018-02-04
2/4/18,2018,February,4,Embu,Coragyps atratus,50,2018-02-04
2/4/18,2018,February,4,Embu,Gallinula galeata,12,2018-02-04
2/4/18,2018,February,4,Embu,Gallinago paraguaiae,3,2018-02-04
2/4/18,2018,February,4,Embu,Himantopus mexicanus melanurus,630,2018-02-04
2/4/18,2018,February,4,Embu,Jacana jacana,2,2018-02-04
2/4/18,2018,February,4,Embu,Phimosus infuscatus,1,2018-02-04
2/4/18,2018,February,4,Embu,Ramphastos dicolorus,1,2018-02-04
2/4/18,2018,February,4,Embu,Tringa flavipes,120,2018-02-04
2/4/18,2018,February,4,Embu,Tringa solitaria,2,2018-02-04
2/4/18,2018,February,4,Embu,Vanellus chilensis,80,2018-02-04
2/24/18,2018,February,24,Embu,Amazonetta brasiliensis,8,2018-02-24
2/24/18,2018,February,24,Embu,Anas bahamensis,50,2018-02-24
2/24/18,2018,February,24,Embu,Spatula versicolor,15,2018-02-24
2/24/18,2018,February,24,Embu,Calidris melanotos,3,2018-02-24
2/24/18,2018,February,24,Embu,Coragyps atratus,80,2018-02-24
2/24/18,2018,February,24,Embu,Gallinula galeata,5,2018-02-24
2/24/18,2018,February,24,Embu,Gallinago paraguaiae,6,2018-02-24
2/24/18,2018,February,24,Embu,Himantopus mexicanus melanurus,500,2018-02-24
2/24/18,2018,February,24,Embu,Jacana jacana,1,2018-02-24
2/24/18,2018,February,24,Embu,Phimosus infuscatus,2,2018-02-24
2/24/18,2018,February,24,Embu,Tringa flavipes,31,2018-02-24
2/24/18,2018,February,24,Embu,Tringa solitaria,11,2018-02-24
2/24/18,2018,February,24,Embu,Vanellus chilensis,50,2018-02-24
3/11/18,2018,March,11,Embu,Amazonetta brasiliensis,6,2018-03-11
3/11/18,2018,March,11,Embu,Anas bahamensis,30,2018-03-11
3/11/18,2018,March,11,Embu,Ardea ibis,2,2018-03-11
3/11/18,2018,March,11,Embu,Coragyps atratus,50,2018-03-11
3/11/18,2018,March,11,Embu,Gallinula galeata,6,2018-03-11
3/11/18,2018,March,11,Embu,Gallinago paraguaiae,2,2018-03-11
3/11/18,2018,March,11,Embu,Himantopus mexicanus melanurus,700,2018-03-11
3/11/18,2018,March,11,Embu,Jacana jacana,2,2018-03-11
3/11/18,2018,March,11,Embu,Syrigma sibilatrix,3,2018-03-11
3/11/18,2018,March,11,Embu,Tringa flavipes,110,2018-03-11
